種類,地域,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（㎡単価）,土地の形状,間口,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）
宅地(土地),住宅地,東京都,立川市,幸町,泉体育館,9,220000,長方形,11.8,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,立川市,幸町,砂川七番,14,170000,ほぼ長方形,19.1,市道,6.5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,立川市,栄町,立川,24,210000,不整形,13.7,市道,4,近隣商業地域,80,200
宅地(土地),住宅地,東京都,立川市,栄町,立川,21,290000,ほぼ整形,14.1,市道,4,準工業地域,60,200
宅地(土地),商業地,東京都,立川市,柴崎町,立川,5,630000,長方形,11.1,市道,8,第２種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,立川市,砂川町,玉川上水,25,200000,長方形,6.5,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,立川市,砂川町,玉川上水,16,90000,ほぼ台形,6,私道,6,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,立川市,砂川町,武蔵砂川,19,160000,ほぼ整形,6,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,立川市,西砂町,西武立川,21,170000,正方形,11.2,私道,6,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,立川市,羽衣町,西国立,11,270000,長方形,7.2,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,立川市,羽衣町,西国立,9,240000,ほぼ長方形,8.4,市道,11,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,立川市,若葉町,立川,25,150000,長方形,10.9,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,武蔵野市,吉祥寺東町,吉祥寺,14,580000,長方形,11,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,武蔵野市,吉祥寺東町,西荻窪,5,490000,不整形,6.5,私道,3.2,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,武蔵野市,吉祥寺本町,吉祥寺,11,590000,ほぼ長方形,7.2,私道,3.6,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,武蔵野市,吉祥寺南町,吉祥寺,14,530000,長方形,7.5,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,武蔵野市,境南町,武蔵境,8,390000,ほぼ長方形,8,私道,3.6,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,武蔵野市,境南町,武蔵境,16,270000,ほぼ長方形,9,私道,3.9,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,武蔵野市,境,武蔵境,4,590000,ほぼ長方形,6.6,私道,4.5,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,武蔵野市,関前,三鷹,14,440000,袋地等,3,市道,5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,武蔵野市,関前,武蔵境,14,320000,長方形,27,市道,5.4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,武蔵野市,中町,三鷹,10,690000,ほぼ長方形,10.3,市道,5.5,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,三鷹市,井口,武蔵境,15,360000,ほぼ長方形,26.5,市道,16,第２種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,三鷹市,井の頭,井の頭公園,5,530000,ほぼ台形,7.8,市道,3.7,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,三鷹市,井の頭,三鷹台,5,540000,ほぼ長方形,6.8,私道,5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,三鷹市,上連雀,三鷹,15,440000,ほぼ台形,8,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,三鷹市,上連雀,三鷹,27,280000,ほぼ長方形,13.6,市道,5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,三鷹市,上連雀,三鷹,25,350000,ほぼ長方形,6.7,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,三鷹市,北野,仙川,19,300000,不整形,46.2,都道,9.5,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,三鷹市,北野,三鷹台,23,300000,長方形,8.1,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,三鷹市,北野,三鷹台,20,240000,ほぼ正方形,9.8,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,三鷹市,下連雀,三鷹,10,630000,ほぼ長方形,13.9,市道,5,第１種低層住居専用地域,50,100
宅地(土地),商業地,東京都,三鷹市,下連雀,三鷹,1,1600000,不整形,13.2,市道,40.1,商業地域,80,500
宅地(土地),住宅地,東京都,三鷹市,新川,三鷹台,29,300000,台形,19,都道,10,第１種住居地域,60,200
宅地(土地),住宅地,東京都,青梅市,今寺,小作,26,92000,長方形,29.5,市道,6,準工業地域,60,200
宅地(土地),住宅地,東京都,青梅市,河辺町,小作,11,330000,長方形,2.3,市道,6,第１種中高層住居専用地域,60,200
宅地(土地),商業地,東京都,青梅市,河辺町,河辺,4,140000,不整形,13,市道,16,商業地域,80,400
宅地(土地),商業地,東京都,青梅市,河辺町,河辺,11,170000,長方形,25,市道,16,近隣商業地域,80,300
宅地(土地),住宅地,東京都,青梅市,河辺町,河辺,6,97000,ほぼ長方形,10.5,市道,6,第１種住居地域,60,200
宅地(土地),住宅地,東京都,青梅市,新町,小作,18,89000,ほぼ長方形,16.6,都道,20,第２種住居地域,60,200
宅地(土地),住宅地,東京都,青梅市,千ヶ瀬町,東青梅,14,77000,不整形,26,市道,3.5,準工業地域,60,150
宅地(土地),住宅地,東京都,青梅市,西分町,東青梅,9,180000,長方形,6,市道,4.3,近隣商業地域,80,300
宅地(土地),商業地,東京都,青梅市,東青梅,東青梅,4,130000,長方形,18,都道,12,近隣商業地域,80,300
宅地(土地),商業地,東京都,青梅市,東青梅,東青梅,4,130000,台形,21,市道,8,近隣商業地域,80,300
宅地(土地),住宅地,東京都,青梅市,二俣尾,二俣尾,6,62000,ほぼ長方形,9.1,市道,4,第１種低層住居専用地域,40,80
宅地(土地),商業地,東京都,青梅市,森下町,青梅,9,120000,ほぼ長方形,11.6,国道,9.6,近隣商業地域,80,300
宅地(土地),住宅地,東京都,府中市,押立町,飛田給,15,310000,ほぼ正方形,10,市道,4.5,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,府中市,押立町,飛田給,15,290000,ほぼ整形,5.6,市道,4.5,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,府中市,小柳町,競艇場前,6,260000,ほぼ台形,40,市道,12,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,府中市,是政,是政,9,240000,袋地等,2.6,市道,8,第１種中高層住居専用地域,50,100
宅地(土地),住宅地,東京都,府中市,是政,是政,8,300000,ほぼ整形,9.2,都道,20,準工業地域,60,200
宅地(土地),住宅地,東京都,府中市,清水が丘,東府中,7,270000,ほぼ台形,12.2,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,府中市,清水が丘,東府中,4,370000,長方形,8.9,市道,4,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,府中市,白糸台,白糸台,3,350000,長方形,12.6,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,府中市,住吉町,中河原,4,150000,ほぼ長方形,10,市道,2.5,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,府中市,多磨町,多磨,3,140000,台形,11.9,私道,4,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,府中市,西原町,谷保,12,200000,不整形,34,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,府中市,西原町,谷保,18,180000,長方形,2.5,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,府中市,西原町,谷保,12,280000,長方形,8.6,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,府中市,西府町,西府,12,170000,不整形,1.2,私道,4.5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,府中市,西府町,西府,3,360000,長方形,12,市道,6,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,府中市,分梅町,分倍河原,5,240000,ほぼ長方形,7.5,都道,20,第２種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,府中市,本町,府中本町,5,370000,ほぼ長方形,7,市道,4,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,府中市,本町,分倍河原,9,270000,ほぼ台形,40,市道,6.5,第２種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,府中市,紅葉丘,多磨,6,300000,ほぼ長方形,9.8,市道,5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,府中市,四谷,中河原,23,160000,台形,25,市道,8,工業地域,60,200
宅地(土地),住宅地,東京都,昭島市,東町,西立川,1,420000,長方形,11.7,市道,7,準工業地域,60,200
宅地(土地),住宅地,東京都,昭島市,大神町,昭島,15,200000,ほぼ整形,13,私道,5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,昭島市,田中町,昭島,15,150000,不整形,2.7,私道,5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,昭島市,田中町,昭島,24,71000,ほぼ長方形,9,市道,3,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,昭島市,田中町,昭島,11,160000,不整形,32.1,市道,16,第１種住居地域,60,200
宅地(土地),住宅地,東京都,昭島市,福島町,昭島,3,270000,ほぼ長方形,7,市道,10,近隣商業地域,80,200
宅地(土地),住宅地,東京都,昭島市,宮沢町,中神,16,160000,ほぼ正方形,10,都道,11,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,調布市,入間町,仙川,15,420000,ほぼ正方形,11,市道,8,第２種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,調布市,菊野台,柴崎,6,350000,不整形,6,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,調布市,国領町,国領,5,440000,長方形,8,市道,6,第１種低層住居専用地域,50,100
宅地(土地),商業地,東京都,調布市,国領町,国領,1,170000,不整形,12.5,市道,22,近隣商業地域,80,400
宅地(土地),住宅地,東京都,調布市,小島町,調布,8,490000,ほぼ整形,7.6,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,調布市,柴崎,つつじケ丘,16,310000,ほぼ長方形,26,市道,7.3,第２種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,調布市,柴崎,つつじケ丘,18,260000,ほぼ正方形,10,私道,4.5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,調布市,深大寺南町,柴崎,21,250000,ほぼ長方形,14.5,市道,5,第１種低層住居専用地域,40,80
宅地(土地),商業地,東京都,調布市,仙川町,仙川,1,540000,ほぼ整形,23,市道,4,商業地域,80,400
宅地(土地),商業地,東京都,調布市,仙川町,仙川,1,530000,ほぼ長方形,12,市道,4,近隣商業地域,80,200
宅地(土地),住宅地,東京都,調布市,仙川町,仙川,4,560000,ほぼ台形,15,都道,8,第１種中高層住居専用地域,60,200
宅地(土地),商業地,東京都,調布市,調布ケ丘,布田,9,350000,ほぼ長方形,7,都道,10,近隣商業地域,80,200
宅地(土地),住宅地,東京都,調布市,飛田給,飛田給,4,280000,長方形,10.9,私道,5,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,調布市,緑ケ丘,仙川,19,240000,ほぼ台形,5.5,市道,6.6,第１種低層住居専用地域,40,80
宅地(土地),商業地,東京都,調布市,若葉町,つつじケ丘,15,410000,台形,16,都道,13,近隣商業地域,80,200
宅地(土地),住宅地,東京都,町田市,大蔵町,鶴川,12,260000,ほぼ長方形,4.4,市道,5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,町田市,金井,玉川学園前,23,110000,ほぼ長方形,20.9,市道,5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,町田市,金森,町田,14,240000,ほぼ正方形,12.5,市道,6,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,町田市,木曽西,古淵,13,180000,ほぼ長方形,7,市道,5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,町田市,木曽西,古淵,19,150000,ほぼ長方形,12.5,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,町田市,木曽東,古淵,11,200000,長方形,8.4,市道,16,第２種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,町田市,高ヶ坂,成瀬,23,130000,ほぼ台形,14,市道,5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,町田市,玉川学園,玉川学園前,6,300000,ほぼ台形,15,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,町田市,つくし野,つくし野,10,130000,ほぼ長方形,18,市道,6,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,町田市,鶴間,南町田,18,210000,ほぼ長方形,11,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,町田市,鶴間,南町田,13,250000,長方形,10,市道,6,準工業地域,60,200
宅地(土地),住宅地,東京都,町田市,鶴間,南町田,7,240000,長方形,13,市道,6,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,町田市,成瀬,成瀬,16,200000,ほぼ長方形,40,都道,10,準工業地域,60,200
宅地(土地),住宅地,東京都,町田市,成瀬台,成瀬,25,160000,長方形,14,市道,16,第２種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,町田市,能ヶ谷,鶴川,11,250000,ほぼ台形,20,都道,16,第２種中高層住居専用地域,50,150
宅地(土地),住宅地,東京都,町田市,原町田,町田,9,220000,不整形,3.5,市道,6,第２種中高層住居専用地域,50,100
宅地(土地),住宅地,東京都,町田市,東玉川学園,玉川学園前,16,34000,不整形,22,市道,6,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,町田市,本町田,玉川学園前,19,130000,ほぼ長方形,11,市道,6.6,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,町田市,南成瀬,成瀬,9,240000,ほぼ長方形,11.5,市道,6,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,町田市,南成瀬,成瀬,11,260000,ほぼ正方形,9,市道,6,第２種中高層住居専用地域,50,100
宅地(土地),住宅地,東京都,町田市,三輪町,柿生,23,180000,不整形,20,市道,8,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,町田市,三輪町,鶴川,11,110000,ほぼ台形,10,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,町田市,森野,町田,21,93000,不整形,15,私道,4,第１種低層住居専用地域,40,80
宅地(土地),商業地,東京都,町田市,森野,町田,14,340000,ほぼ台形,15.3,都道,16,準住居地域,60,200
宅地(土地),住宅地,東京都,町田市,矢部町,淵野辺,19,150000,ほぼ長方形,11.5,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,小金井市,梶野町,東小金井,18,360000,ほぼ長方形,9,市道,4,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,小金井市,貫井北町,武蔵小金井,18,280000,長方形,12,市道,5.5,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,小金井市,貫井北町,武蔵小金井,20,350000,長方形,8,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,小金井市,前原町,武蔵小金井,23,270000,長方形,6,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,小平市,小川町,新小平,10,140000,ほぼ長方形,10,市道,5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,小平市,小川町,新小平,6,230000,袋地等,2.5,私道,5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,小平市,小川町,東大和市,10,140000,ほぼ長方形,12,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,小平市,小川町,東大和市,5,250000,長方形,7.8,市道,5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,小平市,小川西町,小川(東京),7,200000,正方形,11.4,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,小平市,小川西町,小川(東京),14,140000,ほぼ正方形,10,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,小平市,学園西町,一橋学園,4,290000,ほぼ長方形,7,市道,5.5,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,小平市,上水新町,東大和市,18,170000,不整形,36,市道,6,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,小平市,上水南町,国分寺,29,260000,ほぼ正方形,10.5,私道,5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,小平市,上水南町,国分寺,28,220000,正方形,9.9,私道,5,第２種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,小平市,鈴木町,花小金井,15,260000,ほぼ長方形,9,私道,6,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,小平市,鈴木町,花小金井,13,260000,長方形,8.5,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,小平市,天神町,花小金井,18,240000,不整形,11.5,私道,4.5,近隣商業地域,80,200
宅地(土地),住宅地,東京都,小平市,仲町,青梅街道,18,240000,ほぼ正方形,11.8,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,日野市,石田,万願寺,5,160000,不整形,30,市道,6,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,日野市,大坂上,日野(東京),8,240000,ほぼ長方形,10.4,市道,4,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,日野市,落川,百草園,11,220000,ほぼ長方形,13,市道,6,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,日野市,高幡,高幡不動,5,250000,ほぼ長方形,30.5,市道,6,第１種低層住居専用地域,50,150
宅地(土地),住宅地,東京都,日野市,多摩平,豊田,10,350000,長方形,7,市道,6,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,日野市,大字日野,甲州街道,6,160000,長方形,25.6,区画街路,6,第２種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,日野市,日野台,豊田,21,190000,台形,14.2,市道,18,第２種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,日野市,日野本町,日野(東京),11,240000,長方形,7.9,市道,16,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,日野市,平山,平山城址公園,9,210000,長方形,8.1,市道,6,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,日野市,南平,高幡不動,14,140000,長方形,13,市道,5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,日野市,南平,南平,10,120000,ほぼ正方形,12,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,東村山市,青葉町,新秋津,19,230000,長方形,8.4,私道,5,準工業地域,60,200
宅地(土地),住宅地,東京都,東村山市,秋津町,新秋津,11,110000,不整形,4,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,東村山市,秋津町,新秋津,9,240000,ほぼ正方形,12.5,市道,6,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,東村山市,恩多町,東村山,23,160000,ほぼ長方形,8.2,市道,9,第２種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,東村山市,萩山町,久米川,8,170000,長方形,13.2,市道,5.5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,東村山市,萩山町,八坂(東京),5,100000,長方形,5,市道,3.6,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,国分寺市,北町,鷹の台,9,220000,ほぼ正方形,11.5,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,国分寺市,北町,鷹の台,9,250000,ほぼ長方形,8.6,市道,6,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,国分寺市,新町,恋ケ窪,19,230000,ほぼ正方形,10,市道,5.5,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,国分寺市,西元町,西国分寺,20,220000,ほぼ長方形,14.5,市道,6.4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,国分寺市,東恋ケ窪,西国分寺,18,290000,ほぼ正方形,8,市道,4,準工業地域,60,200
宅地(土地),住宅地,東京都,国分寺市,東元町,国分寺,8,310000,ほぼ長方形,11.5,市道,4,第１種低層住居専用地域,50,80
宅地(土地),住宅地,東京都,国分寺市,本町,国分寺,10,400000,ほぼ整形,8.4,市道,9.5,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,国立市,中,国立,6,370000,長方形,18.1,市道,5.1,第２種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,国立市,西,国立,19,240000,不整形,4,市道,7.6,第２種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,国立市,谷保,谷保,21,160000,ほぼ長方形,12.2,市道,6,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,福生市,大字熊川,牛浜,4,210000,長方形,13.6,市道,6,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,福生市,志茂,牛浜,4,220000,長方形,6.5,市道,6,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,福生市,大字福生,福生,6,52000,ほぼ台形,21,市道,6,第２種中高層住居専用地域,60,200
宅地(土地),商業地,東京都,狛江市,中和泉,国領,15,380000,長方形,5.1,私道,4,近隣商業地域,80,200
宅地(土地),住宅地,東京都,狛江市,中和泉,狛江,11,220000,ほぼ長方形,16.8,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,狛江市,中和泉,狛江,6,400000,ほぼ長方形,13.5,市道,6,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,東大和市,芋窪,上北台,11,110000,ほぼ台形,7.8,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,東大和市,芋窪,上北台,7,88000,ほぼ整形,8.3,都道,16,第１種住居地域,60,200
宅地(土地),住宅地,東京都,東大和市,芋窪,上北台,10,170000,ほぼ整形,15.1,市道,4.6,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,東大和市,南街,東大和市,10,190000,長方形,14,市道,5.4,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,東大和市,向原,東大和市,19,150000,長方形,25.8,市道,16,第２種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,清瀬市,竹丘,清瀬,23,170000,ほぼ長方形,12.5,市道,5,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,清瀬市,中里,清瀬,18,210000,ほぼ長方形,10.5,市道,6,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,清瀬市,中里,清瀬,15,130000,ほぼ長方形,20.2,市道,7.5,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,東久留米市,神宝町,東久留米,20,210000,不整形,3,市道,6,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,東久留米市,神宝町,東久留米,20,200000,ほぼ台形,12,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,東久留米市,神宝町,東久留米,16,200000,不整形,11.6,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,東久留米市,滝山,小平,23,200000,ほぼ長方形,5.8,市道,6,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,東久留米市,前沢,花小金井,23,140000,長方形,10,市道,5.4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,武蔵村山市,伊奈平,西武立川,23,110000,ほぼ長方形,45,市道,10,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,武蔵村山市,大南,玉川上水,13,140000,袋地等,2.7,市道,3,第１種低層住居専用地域,40,80
宅地(土地),商業地,東京都,多摩市,愛宕,京王多摩センター,11,150000,ほぼ長方形,10.5,都道,30,準住居地域,60,200
宅地(土地),住宅地,東京都,多摩市,永山,京王永山,19,210000,袋地等,2.5,市道,6,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,多摩市,和田,京王多摩センター,26,180000,袋地等,3,市道,6,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,稲城市,押立,矢野口,4,270000,ほぼ台形,9,市道,16,第２種中高層住居専用地域,60,200
宅地(土地),商業地,東京都,稲城市,東長沼,稲城,9,320000,長方形,25,都道,25,準住居地域,60,200
宅地(土地),住宅地,東京都,稲城市,百村,稲城,16,200000,長方形,8.4,市道,6,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,稲城市,百村,稲城,16,220000,ほぼ台形,13.7,市道,6,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,稲城市,矢野口,京王よみうりランド,8,210000,ほぼ台形,10,市道,5,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,稲城市,矢野口,矢野口,6,300000,ほぼ台形,10.6,都道,8,第１種中高層住居専用地域,50,150
宅地(土地),商業地,東京都,羽村市,小作台,小作,4,210000,長方形,21,都道,16,第１種住居地域,60,200
宅地(土地),住宅地,東京都,羽村市,羽中,羽村,16,220000,ほぼ長方形,10,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,羽村市,緑ヶ丘,羽村,14,220000,ほぼ長方形,9.6,市道,8,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,あきる野市,油平,秋川,6,93000,ほぼ長方形,7.5,市道,4.5,第１種低層住居専用地域,50,80
宅地(土地),商業地,東京都,あきる野市,五日市,武蔵五日市,12,150000,ほぼ長方形,3.3,都道,21.5,近隣商業地域,80,300
宅地(土地),住宅地,東京都,あきる野市,五日市,武蔵五日市,7,100000,ほぼ長方形,14.6,市道,4.2,第１種低層住居専用地域,60,150
宅地(土地),住宅地,東京都,あきる野市,五日市,武蔵五日市,7,93000,ほぼ長方形,26.7,市道,6.3,第１種低層住居専用地域,60,150
宅地(土地),商業地,東京都,あきる野市,伊奈,武蔵増戸,6,130000,台形,10.9,都道,9,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,あきる野市,伊奈,武蔵増戸,9,91000,台形,18.4,市道,12,第２種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,あきる野市,上ノ台,武蔵増戸,10,15000,ほぼ長方形,16.5,農道,5,市街化調整区域,40,80
宅地(土地),住宅地,東京都,あきる野市,上ノ台,武蔵増戸,8,15000,長方形,14.2,農道,5,市街化調整区域,40,80
宅地(土地),住宅地,東京都,あきる野市,小川,東秋留,9,84000,ほぼ長方形,23.4,市道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,あきる野市,二宮,東秋留,9,110000,不整形,6,都道,16,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,西東京市,芝久保町,花小金井,14,160000,ほぼ長方形,13,私道,4,第１種低層住居専用地域,40,80
宅地(土地),住宅地,東京都,西東京市,新町,武蔵境,22,300000,長方形,8.5,市道,5,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,西東京市,住吉町,ひばりケ丘(東京),18,160000,ほぼ長方形,8,私道,4,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,西東京市,田無町,田無,9,300000,長方形,11,私道,4,第１種住居地域,60,200
宅地(土地),住宅地,東京都,西東京市,中町,西武柳沢,15,350000,ほぼ長方形,11.5,都道,36,準住居地域,60,200
宅地(土地),住宅地,東京都,西東京市,中町,保谷,19,190000,長方形,9.5,私道,4,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,西東京市,西原町,田無,9,170000,袋地等,2.4,市道,4.5,第１種中高層住居専用地域,60,200
宅地(土地),住宅地,東京都,西東京市,ひばりが丘,ひばりケ丘(東京),10,270000,不整形,36,市道,7.2,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,西東京市,富士町,東伏見,8,290000,長方形,18,市道,5,第１種低層住居専用地域,50,100
宅地(土地),住宅地,東京都,西東京市,向台町,田無,14,290000,ほぼ整形,10.5,市道,5,第１種低層住居専用地域,40,80
